Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
NC3,,07/08/2004,11:27 AM,Dry,21.55,20.85,22,4,20,21.62,22.36,3.21,3.26,,,42.06,41.85,,,14.2,14.94,,,,,,,,,,,,10,W,0,4.24,3.88,2,6.84,6.91,,,,,933,1213,,,80,40,0.282,,0.423,,0.118,,1.15,,1.45,,0.256,,56.2,4.4,15.8,,11.8,,,3.59,,3.26,3.28,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,03/09/2005,11:02 AM,Wet,,,21,,,,,,,,,,,,,,,,,,,,,,,,0.5,SE,18,N,1,9.34,8.95,1.5,7.1,7.36,,,,,8,28,,,10,45,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,05/21/2013,10:57 AM,Wet,,,22,,,,,,,,,,,,,,,,,,,,,,,,0.2,W,5,W,1,5.45,5.83,3,7.49,7.53,,,,,570,153,<,E,10,10,0.341,,0.471,,0.15,,0.913,,1.48,,0.207,,7,12,4.94,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,07/20/2011,12:42 PM,Dry,24.94,23.28,23,3,20,21.71,22.25,3.45,3.41,11.68,3,160.2,39.98,37.05,67.26,13.35,14.22,74.6221,27.626,8.27,7.42,2027.6,174.71,0,220.455,227.849,WEAK,N,8,S,1,8.88,6.38,2,7.8,7.47,,,,,156,98,E,E,8,24,0.097,,0.103,,0.105,,1.12,,1.5,,0.275,,24,18,87.8,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,08/07/2012,10:44 AM,Dry,25.57,25.45,24,3,20,23.53,24.17,3.76,3.84,3.75,3.54,52.49,49.59,55.15,49.92,14.54,15.05,35.9164,8.3906,7.42,7.38,1324.6,2044.5,1.94,150.322,143.688,0.1,W,CALM,,1,4.12,4.44,2.5,7.27,7.28,,,,,3200,1400,E,E,12,24,0.316,,0.322,,0.176,,0.884,,2.24,,0.284,,10,12,12.4,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,brown water,-73.946167,40.737167,Permanent
NC1,,09/25/2013,10:09 AM,Dry,19.94,20.42,21,3,17,20.8,23.9,2.99,3.43,6.55,3.09,81.42,39.49,97.7,11.62,13.98,16.21,13.1396,21.775,,,1700,1251,23.02,,,0.1,S,5,N,1,5.79,3.56,3.5,7.46,7.35,,,,,480,195,E,E,12,4,0.381,,0.29,,0.15,,1.07,,3.88,,0.283,,17,8,39.8,,,,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,07/19/2016,9:29 AM,Wet,25.09,24.40,19.0,3,18,22.78,23.68,3.6,3.7,5.24,2.14,72.2,29.3,45.3,69.3,14.11,14.98,29.81,15.19,7.29,7.07,,,,340.27,344.53,0.0,0.0,5.0,N,1,5.02,2.96,2.5,7.27,7.18,,,,,"4,500","2,300",E,E,190,160,0.225,,0.347,,0.122,,0.943,,1.894,2.093,0.257,,6,11,55.80,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration system ON between NC1-NC3. Brownish water,-73.927040,40.724545,Permanent
NC2,,06/01/2006,10:30 AM,Dry,18.04,17.22,12,5,12,20.49,20.79,2.83,2.82,6.71,5.26,80.38,62.01,,,14.18,14.59,,,,,,3.11,5.04,64.295,65.102,0.3,E,6,SW,1,8.59,9.02,4.5,7.99,8.03,,,,,230,250,,,52,68,0.298,,0.389,,0.076,,1.014,,0.779,,0.169,,21.25,19.5,15.57,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,06/04/2013,10:26 AM,Wet,18.28,18.21,15,3,9,18.73,19.02,2.63,2.66,4.13,4.16,49.01,49.42,49.29,45.72,12.79,13.03,15.0579,15.3964,,,1890.2,1743.4,82.23,,,lw slk,,5,NW,1,4.37,4.1,2,7.24,7.22,,,>,>,200000,200000,E,E,20000,20000,0.23,,0.706,,0.17,,1.868,,2.51,,0.36,,9,11,16.28,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,Brown water,-73.931556,40.714961,Permanent
NC3,,07/26/2011,11:06 AM,Dry,24.58,24.09,24,3,21,22.07,23.13,3.48,3.61,4.32,3.67,59.01,49.65,73.86,75.49,13.72,14.65,16.8491,16.0621,7.54,7.57,1925.1,,,149.006,145.599,LW SLK,,CALM,,1,3.12,3.39,4,7.24,7.24,,,,,"2,300",1960,E,E,24,16,0.222,,0.484,,0.178,,1.03,,1.68,,0.264,,20,18,2.8,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,07/26/2006,10:23 AM,Dry,23.41,23.1,19,4,16,20.76,21.21,3.22,3.26,2.84,1.05,37.74,13.92,,,13.06,13.49,,,,,,,,25.912,16.137,0.2,SW,LT,AIRS,1,2.38,1.92,4.5,7.06,7.08,,,,,156,325,,,104,58,0.18,,0.605,,0.15,,1.83,,1.58,,0.173,,15.25,37,18.6,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,07/28/2010,10:20 AM,Dry,24.98,24.13,23,3,21,23.34,24.24,3.69,3.75,5.09,3.17,70.43,43.51,48.7,67.08,14.56,15.48,67.1091,7.9197,7.61,7.31,1592.7,83.07,0,172.25,174.604,weak,E,4,W,1,6.09,5.35,2.5,7.45,7.41,,,,,35,38,E,E,12,8,0.232,,0.286,,0.138,,1.576,,1.29,,0.255,,5.8,3.8,67.4,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,07/18/2007,11:10 AM,Wet,22.28,21.22,21,4,20,5.9,23.73,0.99,3.47,4.19,0.13,49.94,1.73,,,2.17,15.88,3.5372,6.7417,,,636.87,9.94,0,,,0.1,W,7,NE,1,1.81,0.97,1,7.02,7.02,,,,,"4,000",4000,,,4000,4000,0.36,,0.964,,0.193,,2.14,,2.02,,0.34,,19.25,13.25,4.22,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,04/22/2009,10:16 AM,Wet,,,15,,,,,,,,,,,,,,,,,,,,,,,,WEAK,E,CALM,,1,5.16,3.68,3,7.01,7.07,,,E,E,1800,435,E,,4000,520,0.34,,0.896,,0.134,,2.08,,2.41,,0.264,,3.8,4.8,4.6,,,,,3.57,,,,,,15.2,20.1,10.8,10.1,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,06/18/2003,11:12 AM,Wet,,,21,,,,,,,,,,,,,,,,,,,,,,,,,SLACK,5,S,1,6.83,2.84,1.5,7.46,7.12,,,,,800,800,,,2000,2000,0.274,,0.308,,0.046,,1.98,,0.9,,0.28,,,,,,,,,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,06/17/2009,10:41 AM,Dry,16.09,15.69,17,3,15,21.95,22.38,2.89,2.91,9.25,6.61,107.55,76.32,,,15.72,16.13,61.9762,31.5544,7.65,7.53,593.07,24.55,0,208.745,209.553,0.2,W,5,SE,1,4.78,4.04,2.5,7.12,7.15,,,,,625,625,E,E,68,56,0.194,,0.594,,0.19,,1.426,,0.986,,0.3,,8,9,51.9,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC1,,08/23/2007,4:06 PM,Wet,23.17,22.41,21,4,21,19.18,23.53,2.98,3.53,6.93,0.32,90.91,4.29,,,11.94,15.42,5.4997,2.7108,,,968.17,37.61,0,60.042,59.044,0.4,W,4,SE,1,0.72,1.16,1.5,7.03,7.07,,,,,"4,000",4000,,,900,300,0.051,,0.907,,0.245,,2.02,,2.34,,0.396,,7.5,6.5,8.79,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,08/05/2009,10:33 AM,Dry,24.82,23.64,19,3,18,17.76,19.65,2.87,3.07,6.02,1.47,80.76,19.42,,,10.41,12.16,63.2796,8.1761,8.04,7.85,1817.3,98.44,0,57.238,60.261,WEAK,W,2,W,1,6.72,3.34,2,7.53,7.2,,,E,E,190,56,<,E,4,12,0.181,,0.212,,0.061,,1.43,,0.762,,0.236,,49.4,5.2,33.2,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,11/13/2014,9:25 AM,Dry,12.15,12.2,17,3,15,23.25,23.24,2.78,2.78,2.99,3.01,32.27,32.48,76.83,77.81,17.46,17.44,2.2586,3.0128,,,1483.4,1966.4,56.41,299.891,311.163,slk,,calm,,1,3.15,3.17,4.5,7.18,7.22,,,,,36,42,E,E,16,20,0.418,,0.613,,0.123,,0.998,,4.119,4.129,0.308,,9,9,2.51,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,D,10/01/2015,10:14 AM,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,3.82,2.5,,,,,,,"2,600",,,,665,,0.504,,0.36,,0.17,,0.763,,3.228,3.232,0.199,,52,33,2.92,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC3,,12/13/2016,9:59 AM,Wet,7.80,8.03,24.0,3,23,23.22,24.52,2.5,2.6,6.98,7.86,68.2,77.8,65.7,66.9,18.06,19.05,0.79,0.99,8.13,8.21,1458,676,2,181.00,182.66,0.1,W,5.0,W,1,6.57,7.45,4.0,7.65,7.66,,,,,"2,000","1,063",,,"1,100",470,0.402,,0.762,,0.145,,0.858,,1.975,1.865,0.233,,30,14,1.13,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,01/13/2014,11:41 AM,Wet,3.71,2.35,20,3,17,18.45,21.5,1.8,1.99,,,,,,,14.66,17.16,18.0375,20.1314,,,,,,,,0.3,N,6,S,1,8.18,8.51,2.5,7.27,7.37,,,,,"1,300",670,,,620,465,0.527,,0.762,,0.127,,1.142,,3.57,,0.193,,4,5,1.8,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,02/27/2008,11:07 AM,Wet,,,15,,,,,,,,,,,,,,,,,,,,,,,,0.2 WEAK,W,12,N,1,8.43,6.84,6,7.23,7.25,,,,,100,60,,,64,36,0.404,,0.698,,0.076,,1.81,,2.5,,0.147,,5.8,8.5,4.8,,2.6,,,4.4,,,,,,18.43,,4.36,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC3,,12/15/2010,11:07 AM,Dry,4.78,5.84,21,3,18,18.73,21.13,1.88,2.18,,,,,72.6,78.96,14.82,16.63,15.1435,14.2907,8.68,8.6,653.04,21.38,0,129.029,130.344,WEAK,E,13,W,1,10.21,9.5,3.5,7.33,7.32,,,,,238,425,,,229,239,0.423,,0.496,,0.12,,0.825,,3.14,,0.148,,9.8,8,1.4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,09/28/2005,10:52 AM,Wet,21.81,22.99,19,4,19,10.34,23.55,1.64,3.57,,,2.01,19.69,92.35,21.72,5.63,15.28,18.91,1.54,8.12,8.24,1900.1,38.88,0.09,-133.65,-141.25,0.3,W,CALM,CALM,1,0,1.46,1.5,6.99,7.1,,,,,4000,2000,,,780,84,0.087,,3.93,,0.567,,7.02,,2.86,,0.896,,19.75,13,6.66,,,,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,07/19/2016,9:38 AM,Wet,24.64,24.16,19.0,3,16,23.31,24.15,3.7,3.7,5.09,3.29,69.9,45.0,53.9,64.9,14.63,15.41,22.70,8.66,7.32,7.22,,,,296.87,302.42,0.0,0.0,7.0,W,1,3.33,3.11,2.5,7.23,7.21,,,,,"2,200","1,091",E,E,130,50,0.264,,0.372,,0.136,,0.831,,1.932,1.928,0.233,,8,8,37.90,,,,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration system ON between NC1-NC3. Brownish water,-73.935500,40.728833,Permanent
NC1,,06/18/2013,10:29 AM,Dry,20.62,18.75,19,3,14,14.73,17.41,2.22,2.48,4.02,1.15,49.03,13.71,29.24,6.78,9.23,11.69,16.743,21.2156,,,1940.2,1910.8,84.76,,,weak,N,calm,,1,3.32,1.96,2.5,7.18,7.15,,,,,136,136,E,E,8,10,0.185,,0.57,,0.17,,1.26,,1.51,,0.26,,7,10,8.84,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC3,,12/15/2004,11:13 AM,Dry,7.44,8,23,4,23,16.18,15.44,1.77,1.72,,,71.56,67.38,48.88,65.83,12.59,11.96,,,,,,,,,,0.9,S,13,NW,1,9.09,8.34,2.5,7.75,7.63,,,,,32,35,,,20,30,0.454,,0.513,,0.118,,1.42,,3.5,,0.173,,15.5,32.5,1.19,,36.2,,,3.86,,7.73,7.22,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC2,,09/04/2008,10:34 AM,Dry,23.82,23.49,18.3,4,17,22.43,23.42,3.48,3.59,8.97,1.73,121.07,23.41,,,14.2,15.04,65.9906,7.7112,,,1757.1,68.18,0,,,0,W,0,NLY,1,7.11,3.84,2.5,7.42,7.21,,,,,40,24,,,4,24,0.111,,0.17,,0.112,,3.05,,0.848,,0.276,,4,6.4,67.52,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,06/13/2007,10:46 AM,Wet,19.13,18.3,18,4,15,21.45,22.54,3.03,3.11,5.7,3.65,70.06,44.43,,,14.67,15.69,56.5083,10.2314,,,602.04,28.78,0,,,0.4,W,8,N,1,5.21,5.19,3,7.35,7.37,,,,,4,1340,,,300,280,0.228,,0.514,,0.11,,2.01,,1.033,,0.207,,11.75,7,26.81,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC0,,06/02/2011,10:55 AM,Dry,,,12,,,,,,,,,,,,,,,,,,,,,,,,WEAK,W,10,N,1,,,2,7.45,7.05,,,,,670,660,E,E,4,16,0.302,,0.063,,0.064,,1.177,,0.918,,0.222,,4,2,57.8,,24.5,,,4.7,,10.26,5.58,,,17.35,17.42,18.13,18.6,,,,,,,,,,,,,,,20.4,46.6,,-73.931556,40.714961,Permanent
NC1,,08/26/2009,10:15 AM,Dry,25.31,24.93,19,3,18,20.94,21.84,3.37,3.47,9.24,0.46,127.04,6.38,,,12.66,13.45,68.0202,13.2174,8.25,8.33,1684.7,100.04,0,34.695,-41.685,WEAK,S,4,W,1,5.42,2.15,3.5,7.34,7.06,,,E,,100,80,E,E,8,20,0.098,,0.227,,0.109,,1.37,,1.56,,0.274,,7.4,3.8,41.6,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,08/05/2009,10:23 AM,Dry,24.88,22.78,22,3,21,17.46,20.42,2.83,3.13,3.1,0.18,41.47,2.3,,,10.18,12.97,62.9016,4.1174,7.84,7.71,1852.7,99.62,0,-14.28,-125.911,WEAK,N,CALM,,1,1.1,1.43,2.5,7.05,7.05,,,,E,206,32,E,E,40,28,0.163,,0.708,,0.221,,1.39,,1.69,,0.346,,7.2,12,9,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,07/23/2003,11:06 AM,Wet,22.6,,17,,,,23,,,,,,,,,,,,,,,,,,,,,17,0,S,1,0.1,0.11,2,6.89,7,,,,,,,,,840,920,0.095,,0.772,,0.213,,1.75,,2.78,,0.34,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,08/31/2011,11:00 AM,Dry,23.77,22.8,25,3,24,9.56,18.55,1.59,2.87,4.68,0.04,58.65,0.57,60.66,77.84,4.55,11.56,29.7585,8.6404,8.03,7.93,1983.5,211.26,0,50.208,53.302,HW SLK,,2,N,1,2.41,3.11,2,7,7.03,,,,,"3,760",2420,E,E,64,68,0.294,,0.425,,0.141,,0.22,,2.73,,0.892,,2,12,10.8,,,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,06/23/2004,11:07 AM,Wet,20.32,19.74,21,4,18,19.29,20.06,2.82,2.89,,,31.48,18.17,,,12.75,13.47,,,,,,,,,,0.2,E,3,N,1,1.99,2.22,3.5,7.01,7.03,,,,,4000,4000,,,1120,820,0.284,,0.686,,0.164,,1.95,,1.74,,0.32,,4.6,2.6,14.93,,17.3,,,3.53,,2.53,1.47,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC2,,08/02/2016,9:42 AM,Wet,24.11,23.90,20.0,3,16,24.00,25.08,3.7,3.9,2.06,2.61,28.1,35.8,70.4,69.4,15.31,16.18,5.42,1.74,7.16,7.22,,,,181.00,183.89,0.2,W,5.0,E,1,2.24,2.52,4.0,7.23,7.26,,,,,"2,100","1,522",E,E,120,90,0.228,,0.357,,0.178,,0.616,,2.644,2.577,0.300,,5,6,7.68,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC0,,07/20/2005,10:15 AM,Dry,27.27,21.93,19,4,18,10.96,20.67,1.94,3.11,,,19.73,0.88,49.26,17.17,,,32.43,6.39,8.09,7.97,1909.65,47.68,0.07,-233.41,-296.15,0,W,0,W,1,0,0,2.5,6.75,6.8,,,,,520,241,,,680,330,0.105,,2.65,,,,6.25,,1.91,,0.693,,8.75,2,52.88,,,,,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,07/12/2006,10:21 AM,Dry,21.83,19.96,22,4,17,19.78,21.27,2.98,3.06,1.33,2.12,17.1,26.48,,,12.74,14.33,,,,,,,,43.962,39.804,0.2,N,LT,AIRS,1,2.22,2.16,6,6.97,6.99,,,,,200,420,,,32,32,0.184,,0.628,,0.124,,1.29,,2.07,,0.202,,39.25,2.5,3.76,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC2,,09/01/2009,10:21 AM,Dry,23.46,23.91,21,4,19,21.21,21.81,3.28,3.4,3.44,1.23,45.73,16.5,,,13.39,13.72,53.0512,13.5816,8.26,8.07,1707.2,75.03,0,90.708,93.218,0.5,W,11,NE,1,4.53,3.93,2,7.24,7.22,,,,,420,390,E,E,32,28,0.232,,0.294,,0.16,,1.69,,1.88,,0.32,,10,10.4,54.4,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,01/12/2005,10:58 AM,Wet,,,28,,,,,,,,,,,,,,,,,,,,,,,,0.5,W,5,NE,1,9.32,9.62,1.5,7.73,7.74,,,,,62,58,,,84,158,,,,,,,,,,,,,,,,,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,06/09/2010,11:23 AM,Dry,20.84,19.48,21,3,18,21.77,22.81,3.18,3.22,9.68,4.45,123.25,55.56,56.36,79.28,14.49,15.62,74.5211,9.4124,8.26,7.55,546.26,22.48,0,210.289,215.972,0.5,N,5,S,1,6.35,5.64,2,7.79,7.4,,,,<,10,3,,E,180,4,0.152,,0.162,,0.074,,0.948,,1.79,,0.217,,6.4,6.6,93,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,07/29/2015,9:40 AM,Dry,25.05,24.61,18,3,14,21.71,22.15,3.46,3.49,3.7,3.38,50.67,46.08,52.97,53.63,13.32,13.77,5.6712,5.3877,,,,2994.6,0.84,155.985,162.911,weak,NE,calm,0,1,3.89,3.59,2,7.09,7.11,,,,,200,300,E,E,12,16,0.163,,0.93,,0.17,,1.168,,2.774,2.781,0.331,,32,30,9.8,,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,Areators functional in Newtown Creek.,-73.931556,40.714961,Permanent
NC0,,06/26/2012,11:33 AM,Wet,21.63,21.8,10,3,11,18.11,19.06,2.74,2.88,1.37,1.23,17.3,15.59,,,11.53,12.21,29.9257,21.4493,,,,,,,,WEAK,SW,5,NW,1,1.69,1.83,2,6.86,6.89,,,>,>,200000,200000,>,>,20000,20000,0.194,,0.707,,0.183,,1.883,,2.1,,0.388,,7,6,5.5,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC2,,09/13/2011,10:41 AM,Dry,22.89,22.27,22,3,19,13.2,15.76,2.1,2.44,2.67,2.74,33.55,34.61,70.99,69,7.51,9.6,32.7,27.3569,8.18,8.23,1751.6,137.24,0.64,68.869,63.634,HW SLK,,2,NW,1,2.71,2.81,3.5,6.98,7.02,,,,,207,353,E,E,8,20,0.259,,0.494,,0.166,,0.904,,3.09,,0.226,,2,4,4.7,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.935500,40.728833,Permanent
NC3,,02/16/2005,4:06 PM,Wet,,,24,,,,,,,,,,,,,,,,,,,,,,,,0.6,E,14,NW,1,9.79,10.45,1,7.49,7.66,,,,,240,240,,,75,332,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.946167,40.737167,Permanent
NC1,,07/02/2003,10:25 AM,Dry,20.07,19.68,20,3,18,21.95,23.16,3.15,3.28,,,51.89,53.54,,,14.82,15.83,,,,,,,,,,,SLACK,CALM,CALM,1,11.65,2.85,1.5,8,7.06,,,,,,,,,,,0.098,,0.198,,0.032,,1.91,,0.79,,0.31,,,,,,,,,4.3,,4.13,4.26,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC1,,10/26/2010,10:58 AM,Dry,16.38,15.95,23,3,22,21.25,22.93,2.82,3,6.61,5.53,76.87,64.4,70.49,78.18,15.12,16.5,40.1729,21.0008,8.44,8.36,1722.6,44.02,0,95.806,93.123,SLK,,CALM,,1,7.63,7.11,3,7.33,7.32,,,,,104,43,E,E,12,4,0.423,,0.37,,0.108,,0.682,,2.04,,0.168,,9.4,3.8,27.2,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,10/25/2006,10:21 AM,Dry,14.47,14.44,12,5,12,20.09,20.09,2.57,2.57,2.35,2.2,26.1,24.43,,,14.61,14.62,,,,,,,,136.493,126.269,0.1,W,5,NW,1,3.36,2.71,3.5,6.89,6.8,,,,,250,213,,,116,75,0.104,,1.08,,,,2.14,,1.85,,0.318,,5.75,8.25,34.87,,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.931556,40.714961,Permanent
NC1,,11/15/2007,10:34 AM,Dry,12.99,12.87,22,3,22,22.9,23.36,2.79,2.84,3.56,3.22,38.96,35.25,,,17.05,17.41,6.5448,3.1758,,,260.18,19.33,0,,,0.3,S,7,N,1,5.36,4.68,7,7.14,7.15,,,,,485,120,,,124,44,0.582,,0.835,,0.168,,1.35,,3.19,,0.246,,5.5,9,5.68,,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.927040,40.724545,Permanent
NC0,,09/02/2015,10:08 AM,Dry,25.41,25.33,18,3,13,23.14,23.27,3.69,3.71,4.41,4.48,61.27,62.26,70.87,72.08,14.29,14.41,2.9001,2.7811,,,,2140.2,40.81,375.388,389.916,WEAK,E,3,W,1,4.73,4.53,3.5,7.13,7.14,,,,,260,202,,E,84,24,0.29,,1.036,,0.23,,1.33,,4.592,4.84,0.332,,6,6,2.26,,,,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,Aeration system operational between NC0 and NC1.,-73.931556,40.714961,Permanent
