licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
TEO YONG HONG,JE101225005,JURONG EAST AVE 1 BLK 347 Stall No 01-225,B,na,na,na
SIM HUI CHOO,JE101224003,JURONG EAST AVE 1 BLK 347 Stall No 01-224,B,na,na,na
TAN BOON KIAT (CHEN WENJIE),JE101223003,JURONG EAST AVE 1 BLK 347 Stall No 01-223,B,na,na,na
THO LAI HUAT,JE101222003,JURONG EAST AVE 1 BLK 347 Stall No 01-222,B,na,na,na
HE CAIJUAN,JE101221004,JURONG EAST AVE 1 BLK 347 Stall No 01-221,B,na,na,na
XIA YANWEI,JE101220004,JURONG EAST AVE 1 BLK 347 Stall No 01-220,B,na,na,na
ANG MENG KHEAM,JE101219002,JURONG EAST AVE 1 BLK 347 Stall No 01-219,B,na,na,na
GOH MOK LAI,JE101218002,JURONG EAST AVE 1 BLK 347 Stall No 01-218,B,na,na,na
GOH MOK LAI,JE101217004,JURONG EAST AVE 1 BLK 347 Stall No 01-217,B,na,na,na
YEO CHAO CHAO,JE101216002,JURONG EAST AVE 1 BLK 347 Stall No 01-216,B,na,na,na
NG HONG LIANG,JE101215002,JURONG EAST AVE 1 BLK 347 Stall No 01-215,B,na,na,na
LOW MEI LING (LUO MEILING),JE101214002,JURONG EAST AVE 1 BLK 347 Stall No 01-214,B,na,na,na
QUAH POH KOON,JE101213003,JURONG EAST AVE 1 BLK 347 Stall No 01-213,B,na,na,na
LEE ENG CHEONG,JE101212002,JURONG EAST AVE 1 BLK 347 Stall No 01-212,B,na,na,na
ONG LAM BENG,JE101211002,JURONG EAST AVE 1 BLK 347 Stall No 01-211,B,na,na,na
WONG SOK YEE,JE101210003,JURONG EAST AVE 1 BLK 347 Stall No 01-210,B,na,na,na
NG HOOD POH,JE101208003,JURONG EAST AVE 1 BLK 347 Stall No 01-208,na,na,na,na
NG HOOD POH,JE101208002,JURONG EAST AVE 1 BLK 347 Stall No 01-208,B,na,na,na
THAM AH HOE,JE101207003,JURONG EAST AVE 1 BLK 347 Stall No 01-207,B,na,na,na
CHOW NGOH KWAN,JE101206002,JURONG EAST AVE 1 BLK 347 Stall No 01-206,B,na,na,na
CHOW NGOH KWAN,JE101205002,JURONG EAST AVE 1 BLK 347 Stall No 01-205,B,na,na,na
FOO SAY TIONG,JE101204002,JURONG EAST AVE 1 BLK 347 Stall No 01-204,B,na,na,na
FOO SAY TIONG,JE101203002,JURONG EAST AVE 1 BLK 347 Stall No 01-203,B,na,na,na
TENG ON CHER,JE101202003,JURONG EAST AVE 1 BLK 347 Stall No 01-202,B,na,na,na
POH CHER SOI,JE101201002,JURONG EAST AVE 1 BLK 347 Stall No 01-201,B,na,na,na
CHEN YIXIU,JE101200003,JURONG EAST AVE 1 BLK 347 Stall No 01-200,B,na,na,na
KOH KAI HUAK,JE101199002,JURONG EAST AVE 1 BLK 347 Stall No 01-199,B,na,na,na
YONG YOKE CHAN,JE101198004,JURONG EAST AVE 1 BLK 347 Stall No 01-198,B,na,na,na
PON CHEE @CHOO CHAI,JE101197002,JURONG EAST AVE 1 BLK 347 Stall No 01-197,B,na,na,na
POON AH NGAR,JE101196003,JURONG EAST AVE 1 BLK 347 Stall No 01-196,B,na,na,na
TAN KIM PEOW,JE101195003,JURONG EAST AVE 1 BLK 347 Stall No 01-195,B,na,na,na
SOH BOCK LENG,JE101192003,JURONG EAST AVE 1 BLK 347 Stall No 01-192,B,na,na,na
HABIB MOHAMED BIN ABDUL MUTHALIB,JE101191002,JURONG EAST AVE 1 BLK 347 Stall No 01-191,B,na,na,na
YONG YOKE CHAN,JE101190004,JURONG EAST AVE 1 BLK 347 Stall No 01-190,B,na,na,na
YEO SEE HENG,JE101189002,JURONG EAST AVE 1 BLK 347 Stall No 01-189,B,na,na,na
ANG THIAM TENG,JE101188002,JURONG EAST AVE 1 BLK 347 Stall No 01-188,B,na,na,na
CHER KENG WOO,JE101187002,JURONG EAST AVE 1 BLK 347 Stall No 01-187,B,na,na,na
KOH KIM SIEW,JE101186002,JURONG EAST AVE 1 BLK 347 Stall No 01-186,B,na,na,na
LIN FEN,JE101185002,JURONG EAST AVE 1 BLK 347 Stall No 01-185,B,na,na,na
ONG LIAN HONG,JE101184002,JURONG EAST AVE 1 BLK 347 Stall No 01-184,B,na,na,na
HENG WANNY,JE101183003,JURONG EAST AVE 1 BLK 347 Stall No 01-183,B,na,na,na
GOH GEOK KHIM,JE101182002,JURONG EAST AVE 1 BLK 347 Stall No 01-182,B,na,na,na
CENG ISA GOU@LISA CENG,JE101181003,JURONG EAST AVE 1 BLK 347 Stall No 01-181,B,na,na,na
ANG LAM CHAN,JE101180003,JURONG EAST AVE 1 BLK 347 Stall No 01-180,B,na,na,na
SOH YOKE CHOON,JE101179003,JURONG EAST AVE 1 BLK 347 Stall No 01-179,B,na,na,na
CHEN YANQIN,JE101178004,JURONG EAST AVE 1 BLK 347 Stall No 01-178,B,na,na,na
KOH GEK HONG,JE101177005,JURONG EAST AVE 1 BLK 347 Stall No 01-177,B,na,na,na
KOH ENG HIAN,JE101176002,JURONG EAST AVE 1 BLK 347 Stall No 01-176,B,na,na,na
WONG PEK KUAN,JE101175004,JURONG EAST AVE 1 BLK 347 Stall No 01-175,B,na,na,na
THIANG BEE HUA,JE101174002,JURONG EAST AVE 1 BLK 347 Stall No 01-174,B,na,na,na
ENG CHOR EE,JE101173006,JURONG EAST AVE 1 BLK 347 Stall No 01-173,B,na,na,na
TAN JOO HEE,JE101172002,JURONG EAST AVE 1 BLK 347 Stall No 01-172,B,na,na,na
PHUA SWAN YEOW (PAN XUANYAO),JE101171002,JURONG EAST AVE 1 BLK 347 Stall No 01-171,na,na,na,na
TAN WAH FONG,JB10136002,JALAN BATU BLK 4A Stall No 01-36,B,na,na,na
VOO KAI SENG,JB10135002,JALAN BATU BLK 4A Stall No 01-35,A,na,na,na
LIN JUAN,JB10134003,JALAN BATU BLK 4A Stall No 01-34,B,na,na,na
TANG MEI LAN,JB10133003,JALAN BATU BLK 4A Stall No 01-33,A,na,na,na
TAY KIM HOCK,JB10132002,JALAN BATU BLK 4A Stall No 01-32,A,na,na,na
GOH AH BAH,JB10131002,JALAN BATU BLK 4A Stall No 01-31,B,na,na,na
TAN CHIN HENG,JB10130002,JALAN BATU BLK 4A Stall No 01-30,B,na,na,na
TEO CHOO SANG,JB10129003,JALAN BATU BLK 4A Stall No 01-29,na,na,na,na
LEK SOO TEOW,JB10128002,JALAN BATU BLK 4A Stall No 01-28,B,na,na,na
LIM TECK SENG,JB10127002,JALAN BATU BLK 4A Stall No 01-27,A,na,na,na
LIM KOK HIN,JB10126002,JALAN BATU BLK 4A Stall No 01-26,A,na,na,na
FOO KIM ENG,JB10125002,JALAN BATU BLK 4A Stall No 01-25,B,na,na,na
TEE GEK HEOK,JB10124002,JALAN BATU BLK 4A Stall No 01-24,B,na,na,na
TAY KIM HUA,JB10123002,JALAN BATU BLK 4A Stall No 01-23,A,na,na,na
LEE GEOK HONG,JB10122002,JALAN BATU BLK 4A Stall No 01-22,A,na,na,na
KANG CHOON CHUAN,JB10121002,JALAN BATU BLK 4A Stall No 01-21,A,na,na,na
WONG SENG HONG,JB10120002,JALAN BATU BLK 4A Stall No 01-20,B,na,na,na
THIONG SENG KWONG,JB10119002,JALAN BATU BLK 4A Stall No 01-19,A,na,na,na
CHUA CHUNG HUI WAH,JB10118001,JALAN BATU BLK 4A Stall No 01-18,A,na,na,na
LIM SIAK WAH,JB10117002,JALAN BATU BLK 4A Stall No 01-17,B,na,na,na
LEE SAY CHAI,JB10116002,JALAN BATU BLK 4A Stall No 01-16,A,na,na,na
TOH SIEW HONG,JB10115002,JALAN BATU BLK 4A Stall No 01-15,B,na,na,na
ANSARI S/O ABDUL SAMAD,JB10114002,JALAN BATU BLK 4A Stall No 01-14,B,na,na,na
KUTHUBUZZAMAN HAJA MOHAI DEEN,JB10113002,JALAN BATU BLK 4A Stall No 01-13,B,na,na,na
VINCENT TAN TAI THIAM,JB10112002,JALAN BATU BLK 4A Stall No 01-12,A,na,na,na
VOO LAI YOKE (HU LIYU),JB10111002,JALAN BATU BLK 4A Stall No 01-11,A,na,na,na
KAM SIEW CHOO,JB10110002,JALAN BATU BLK 4A Stall No 01-10,A,na,na,na
NICKMEN LOW KIN BOON (LIU JIANWEN),JB10109002,JALAN BATU BLK 4A Stall No 01-09,A,na,na,na
SAPIAH BINTE MAT NAWI,JB10108002,JALAN BATU BLK 4A Stall No 01-08,B,na,na,na
NORHAYATI BTE MOHAMED YUSOFF,JB10107004,JALAN BATU BLK 4A Stall No 01-07,B,na,na,na
FATANA BTE FATAH,JB10106002,JALAN BATU BLK 4A Stall No 01-06,A,na,na,na
SHAO YUHUA,JB10103002,JALAN BATU BLK 4A Stall No 01-03,A,na,na,na
TAN CHENG,JB10101002,JALAN BATU BLK 4A Stall No 01-01,A,na,na,na
TAN AI TEE,HOM0131002,HOLLAND VILLAGE MARKET Stall No 01-31,B,na,na,na
ZHANG MEI,HOM0130001,HOLLAND VILLAGE MARKET Stall No 01-30,B,na,na,na
LIM TEO HEE,HOM0129002,HOLLAND VILLAGE MARKET Stall No 01-29,B,na,na,na
ER KUAN CHIN,HOM0128002,HOLLAND VILLAGE MARKET Stall No 01-28,B,na,na,na
TOH LIAN KIM (ZHUO LIANJIN),HOM0127001,HOLLAND VILLAGE MARKET Stall No 01-27,B,na,na,na
SHEE WAN SIN @SEE WAN SIN,HOM0126002,HOLLAND VILLAGE MARKET Stall No 01-26,B,na,na,na
ONG MEI HWEI,HOM0125002,HOLLAND VILLAGE MARKET Stall No 01-25,A,na,na,na
SHEE WAN SIN @SEE WAN SIN,HOM0124001,HOLLAND VILLAGE MARKET Stall No 01-24,B,na,na,na
LEE SEOK NGOH,HOM0123002,HOLLAND VILLAGE MARKET Stall No 01-23,B,na,na,na
FOO JONG WAH,HOM0122002,HOLLAND VILLAGE MARKET Stall No 01-22,B,na,na,na
ONG SAY LIAN,HOM0121002,HOLLAND VILLAGE MARKET Stall No 01-21,A,na,na,na
FOO SAY JUAN,HOM0120002,HOLLAND VILLAGE MARKET Stall No 01-20,B,na,na,na
DENG QINGLONG,HOM0119001,HOLLAND VILLAGE MARKET Stall No 01-19,B,na,na,na
LEO NGO KEE,HOM0118002,HOLLAND VILLAGE MARKET Stall No 01-18,B,na,na,na
YAP THIAM TEN,HOM0117002,HOLLAND VILLAGE MARKET Stall No 01-17,B,na,na,na
WONG KAI ZHEE (WANG KAIZHI),HOM0116002,HOLLAND VILLAGE MARKET Stall No 01-16,B,na,na,na
TAN AH HIOK,HOM0115002,HOLLAND VILLAGE MARKET Stall No 01-15,A,na,na,na
NEO TONG KEE,HOM0114001,HOLLAND VILLAGE MARKET Stall No 01-14,B,na,na,na
NG KENG HOCK,HOM0113002,HOLLAND VILLAGE MARKET Stall No 01-13,B,na,na,na
LIN FENG,HOM0112002,HOLLAND VILLAGE MARKET Stall No 01-12,A,na,na,na
LIM SOI POH,HOM0111002,HOLLAND VILLAGE MARKET Stall No 01-11,B,na,na,na
WONG CHOON HIN,HO20245001,BLK 44 HOLLAND DRIVE Stall No 02-45,A,na,na,na
TAN BEE SAN,HO20244001,BLK 44 HOLLAND DRIVE Stall No 02-44,A,na,na,na
NTUC FOODFARE CO-OPERATIVE LTD,HO20243002,BLK 44 HOLLAND DRIVE Stall No 02-43,A,na,na,na
GUO GANGGEN,HO20242001,BLK 44 HOLLAND DRIVE Stall No 02-42,B,na,na,na
SETOH HUP,HO20241001,BLK 44 HOLLAND DRIVE Stall No 02-41,B,na,na,na
TEO SIONG KANG,HO20240001,BLK 44 HOLLAND DRIVE Stall No 02-40,B,na,na,na
WONG TECK THANG,HO20239001,BLK 44 HOLLAND DRIVE Stall No 02-39,B,na,na,na
LEO MUI LIN,HO20238002,BLK 44 HOLLAND DRIVE Stall No 02-38,A,na,na,na
CHUA MENG CHAI,HO20237002,BLK 44 HOLLAND DRIVE Stall No 02-37,B,na,na,na
LI VE LIONG,HO20236001,BLK 44 HOLLAND DRIVE Stall No 02-36,B,na,na,na
TAN CHENG SIEW,HO20234001,BLK 44 HOLLAND DRIVE Stall No 02-34,B,na,na,na
YEO GEOK LAN,HO20233002,BLK 44 HOLLAND DRIVE Stall No 02-33,B,na,na,na
HWEE HEE SING,HO20232001,BLK 44 HOLLAND DRIVE Stall No 02-32,B,na,na,na
LEE ENG HOO,HO20231001,BLK 44 HOLLAND DRIVE Stall No 02-31,B,na,na,na
KAN TIANG HUAT,HO20230002,BLK 44 HOLLAND DRIVE Stall No 02-30,A,na,na,na
NG DUQIU (HUANG DUQIU),HO20229003,BLK 44 HOLLAND DRIVE Stall No 02-29,na,na,na,na
NG HOCK LOO,HO20228001,BLK 44 HOLLAND DRIVE Stall No 02-28,A,na,na,na
SNG BEE GEOK,HO20227001,BLK 44 HOLLAND DRIVE Stall No 02-27,B,na,na,na
LIM CHWEE LEW,HO20226001,BLK 44 HOLLAND DRIVE Stall No 02-26,B,na,na,na
TAN THIAN LYE,HO20225002,BLK 44 HOLLAND DRIVE Stall No 02-25,A,na,na,na
TAN HWA TENG,HO20224001,BLK 44 HOLLAND DRIVE Stall No 02-24,A,na,na,na
LOH MEI LIN,HO20223001,BLK 44 HOLLAND DRIVE Stall No 02-23,B,na,na,na
NG AH THAI,HO20222004,BLK 44 HOLLAND DRIVE Stall No 02-22,B,na,na,na
PEH HOON HUI,HO20221003,BLK 44 HOLLAND DRIVE Stall No 02-21,A,na,na,na
TAN NOY ENG,HO20220001,BLK 44 HOLLAND DRIVE Stall No 02-20,B,na,na,na
CHOONG YEE HONG,HO20219001,BLK 44 HOLLAND DRIVE Stall No 02-19,B,na,na,na
QUEK KEOK NOI,HO20218001,BLK 44 HOLLAND DRIVE Stall No 02-18,A,na,na,na
KWA SEE,HO20217001,BLK 44 HOLLAND DRIVE Stall No 02-17,B,na,na,na
LIM KIM KEE,HO20216002,BLK 44 HOLLAND DRIVE Stall No 02-16,B,na,na,na
TAN JUAT JONG,HO20215003,BLK 44 HOLLAND DRIVE Stall No 02-15,B,na,na,na
SERI RAHAYU BINTE SIFON,HO20214002,BLK 44 HOLLAND DRIVE Stall No 02-14,B,na,na,na
TEOH DEE SUAN,HO20213002,BLK 44 HOLLAND DRIVE Stall No 02-13,A,na,na,na
KAMSOL BIN AHMAD,HO20212001,BLK 44 HOLLAND DRIVE Stall No 02-12,B,na,na,na
SWAMINATHAN PABITHA,HO20211001,BLK 44 HOLLAND DRIVE Stall No 02-11,B,na,na,na
CHIONH KIAN HUAT,HO20209001,BLK 44 HOLLAND DRIVE Stall No 02-09,B,na,na,na
CHIONH SER AH,HO20208001,BLK 44 HOLLAND DRIVE Stall No 02-08,B,na,na,na
KOH TENG SOON,HO20207002,BLK 44 HOLLAND DRIVE Stall No 02-07,B,na,na,na
NG SIU MUI,HO20206002,BLK 44 HOLLAND DRIVE Stall No 02-06,B,na,na,na
NG LAY HOON,HO20205002,BLK 44 HOLLAND DRIVE Stall No 02-05,A,na,na,na
TAN CHOON BEE,HO20204002,BLK 44 HOLLAND DRIVE Stall No 02-04,B,na,na,na
TANG AH MOI @ LIM MUI YONG,HO20203001,BLK 44 HOLLAND DRIVE Stall No 02-03,B,na,na,na
SOH GUEK TIN,HO20202001,BLK 44 HOLLAND DRIVE Stall No 02-02,B,na,na,na
TAN SUN WAH,HO20201001,BLK 44 HOLLAND DRIVE Stall No 02-01,B,na,na,na
TAN YEW KIONG,HL20130001,HAVELOCK ROAD BLK 22B Stall No 01-30,B,na,na,na
CHAN FONG SIM,HL20129001,HAVELOCK ROAD BLK 22B Stall No 01-29,B,na,na,na
LEOW THIAM SOON,HL20128001,HAVELOCK ROAD BLK 22B Stall No 01-28,A,na,na,na
KOH AH YEW @ HON SONG SWEE,HL20127001,HAVELOCK ROAD BLK 22B Stall No 01-27,B,na,na,na
KOH GEK KWEE,HL20126001,HAVELOCK ROAD BLK 22B Stall No 01-26,B,6,na,na
TAN BEE HUA,HL20125002,HAVELOCK ROAD BLK 22B Stall No 01-25,B,na,na,na
LEE KOON PANG,HL20124001,HAVELOCK ROAD BLK 22B Stall No 01-24,B,na,na,na
AZIDAH BINTE ABDUL AZIZ,HL20123001,HAVELOCK ROAD BLK 22B Stall No 01-23,A,na,na,na
YEO HONG KIAT,HL20122002,HAVELOCK ROAD BLK 22B Stall No 01-22,B,6,na,na
QUAH KAT HOE,HL20121004,HAVELOCK ROAD BLK 22B Stall No 01-21,na,na,na,na
HENG SWEE GEK,HL20120001,HAVELOCK ROAD BLK 22B Stall No 01-20,B,na,na,na
KOH CHIN KEE,HL20119001,HAVELOCK ROAD BLK 22B Stall No 01-19,B,na,na,na
CHEW KIM SANG,HL20118001,HAVELOCK ROAD BLK 22B Stall No 01-18,B,4,na,na
TAN MIANG KEE,HL20117001,HAVELOCK ROAD BLK 22B Stall No 01-17,B,na,na,na
LIM SWEE POH,HL20116001,HAVELOCK ROAD BLK 22B Stall No 01-16,B,na,na,na
TAN KHAI SER,HL10115002,HAVELOCK ROAD BLK 22A Stall No 01-15,B,na,na,na
LEE TIONG LENG,HL10114003,HAVELOCK ROAD BLK 22A Stall No 01-14,B,na,na,na
TAN POH MUI,HL10113001,HAVELOCK ROAD BLK 22A Stall No 01-13,B,na,na,na
LOW YING HIN (LIU YANXING),HL10112001,HAVELOCK ROAD BLK 22A Stall No 01-12,A,na,na,na
CHIN TCHIN MOI @ CHIN CHIN MOI,HL10111001,HAVELOCK ROAD BLK 22A Stall No 01-11,B,na,na,na
TAN KIM HUI,HL10110001,HAVELOCK ROAD BLK 22A Stall No 01-10,B,na,na,na
CHIA HUNG YONG,HL10109001,HAVELOCK ROAD BLK 22A Stall No 01-09,B,na,na,na
TAN KWANG CHAI,HL10108002,HAVELOCK ROAD BLK 22A Stall No 01-08,A,na,na,na
TAN MAY LING LILY,HL10107001,HAVELOCK ROAD BLK 22A Stall No 01-07,B,na,na,na
CHUA MEOW CHING,HL10105001,HAVELOCK ROAD BLK 22A Stall No 01-05,B,na,na,na
ONG ENG HWEE,HL10104001,HAVELOCK ROAD BLK 22A Stall No 01-04,B,na,na,na
KOR GEK KIAK,HL10103001,HAVELOCK ROAD BLK 22A Stall No 01-03,B,na,na,na
KHOO TONG BOON,HL10102001,HAVELOCK ROAD BLK 22A Stall No 01-02,A,na,na,na
WOO TIP HONG,HL10101001,HAVELOCK ROAD BLK 22A Stall No 01-01,B,na,na,na
LING KOK PENG,HG30166001,HOUGANG ST 21 BLK 209 Stall No 01-66,A,na,na,na
GOH KAI SUAH,HG30165002,HOUGANG ST 21 BLK 209 Stall No 01-65,A,na,na,na
LEONG SENG,HG30164001,HOUGANG ST 21 BLK 209 Stall No 01-64,A,na,na,na
TAN SWEE HWA,HG30163001,HOUGANG ST 21 BLK 209 Stall No 01-63,A,na,na,na
DAMIEN FOO ZHIANG YU,HG30162002,HOUGANG ST 21 BLK 209 Stall No 01-62,A,na,na,na
TOH KAU,HG30161001,HOUGANG ST 21 BLK 209 Stall No 01-61,A,na,na,na
FOO CHEE CHIOW,HG30160001,HOUGANG ST 21 BLK 209 Stall No 01-60,A,na,na,na
CHOO LYE KOK,HG30159001,HOUGANG ST 21 BLK 209 Stall No 01-59,A,na,na,na
LAW WHAY NGO,HG30158001,HOUGANG ST 21 BLK 209 Stall No 01-58,A,na,na,na
TUNG MUN KEONG,HG30157001,HOUGANG ST 21 BLK 209 Stall No 01-57,A,na,na,na
TOH AI HWAH,HG30156001,HOUGANG ST 21 BLK 209 Stall No 01-56,A,na,na,na
CHIA AH SOI,HG30155002,HOUGANG ST 21 BLK 209 Stall No 01-55,A,na,na,na
ABINTA BTE HUSSAIN,HG30154001,HOUGANG ST 21 BLK 209 Stall No 01-54,A,na,na,na
MOHD MISLAN BIN SOBERI,HG30153001,HOUGANG ST 21 BLK 209 Stall No 01-53,A,na,na,na
HONG HEE SENG,HG30152002,HOUGANG ST 21 BLK 209 Stall No 01-52,A,na,na,na
WONG SIEW PENG,HG30151001,HOUGANG ST 21 BLK 209 Stall No 01-51,A,4,na,na
KOH CHOON NEO,HG30150001,HOUGANG ST 21 BLK 209 Stall No 01-50,A,na,na,na
LAU CHIEW POH,HG30149001,HOUGANG ST 21 BLK 209 Stall No 01-49,A,na,na,na
LIM TECK LEE,HG30148001,HOUGANG ST 21 BLK 209 Stall No 01-48,A,na,na,na
KHOO KHEE SOON,HG30147001,HOUGANG ST 21 BLK 209 Stall No 01-47,B,na,na,na
ONG HWEE YONG,HG30146001,HOUGANG ST 21 BLK 209 Stall No 01-46,B,na,na,na
HUI CHIK YAN,HG30145002,HOUGANG ST 21 BLK 209 Stall No 01-45,B,na,na,na
ONG CHIN CHUN,HG30144001,HOUGANG ST 21 BLK 209 Stall No 01-44,A,na,na,na
SAM AH LOI,HG30143001,HOUGANG ST 21 BLK 209 Stall No 01-43,A,na,na,na
CHENG YEW FAI,HG30142001,HOUGANG ST 21 BLK 209 Stall No 01-42,A,na,na,na
KEE CHAI TOW,HG30141001,HOUGANG ST 21 BLK 209 Stall No 01-41,A,na,na,na
THAM KWAI SIM,HG30140001,HOUGANG ST 21 BLK 209 Stall No 01-40,A,na,na,na
WONG YOKE LING @ WONG KUI,HG30139003,HOUGANG ST 21 BLK 209 Stall No 01-39,A,na,na,na
LEE JIM LING,HG30138002,HOUGANG ST 21 BLK 209 Stall No 01-38,A,na,na,na
LAU MENG CHYE,HG30137002,HOUGANG ST 21 BLK 209 Stall No 01-37,B,na,na,na
HENG PEAH CHEW,HG30136002,HOUGANG ST 21 BLK 209 Stall No 01-36,A,na,na,na
TAN LEANG YONG,HG30135002,HOUGANG ST 21 BLK 209 Stall No 01-35,A,na,na,na
KOH NGAK SENG,HG30134001,HOUGANG ST 21 BLK 209 Stall No 01-34,A,na,na,na
LIM POH GEOK,HG30133001,HOUGANG ST 21 BLK 209 Stall No 01-33,B,na,na,na
CHENG KAR NAI,HG30132001,HOUGANG ST 21 BLK 209 Stall No 01-32,A,na,na,na
LEE SAU KIN,HG30131002,HOUGANG ST 21 BLK 209 Stall No 01-31,A,na,na,na
NG TECK LAY JOSEPH,HG30130002,HOUGANG ST 21 BLK 209 Stall No 01-30,A,na,na,na
ENG CHIEW SONG,HG30129001,HOUGANG ST 21 BLK 209 Stall No 01-29,A,na,na,na
ONG SIEW LAN,HG30128002,HOUGANG ST 21 BLK 209 Stall No 01-28,A,na,na,na
TOH SWEE KENG,HG30127001,HOUGANG ST 21 BLK 209 Stall No 01-27,A,na,na,na
TOH SWEE HOON,HG30126001,HOUGANG ST 21 BLK 209 Stall No 01-26,A,na,na,na
TAN SEOW LAY,HG30125001,HOUGANG ST 21 BLK 209 Stall No 01-25,A,na,na,na
ONG SOON TING,HG30124001,HOUGANG ST 21 BLK 209 Stall No 01-24,A,na,na,na
LIM LEONG WAH,HG30123001,HOUGANG ST 21 BLK 209 Stall No 01-23,B,na,na,na
LIM AH KUANG,HG30122002,HOUGANG ST 21 BLK 209 Stall No 01-22,A,na,na,na
WAM BOON HUAT,HG30121001,HOUGANG ST 21 BLK 209 Stall No 01-21,A,na,na,na
TEN CHWEE YONG,HG30120002,HOUGANG ST 21 BLK 209 Stall No 01-20,A,na,na,na
ANG KOK HWEE,HG30119002,HOUGANG ST 21 BLK 209 Stall No 01-19,A,na,na,na
LIM KIM CHOO,HG30118001,HOUGANG ST 21 BLK 209 Stall No 01-18,A,na,na,na
CHONG SAU CHUN,HG30117002,HOUGANG ST 21 BLK 209 Stall No 01-17,A,na,na,na
LIM CHOR MONG,HG30116001,HOUGANG ST 21 BLK 209 Stall No 01-16,A,na,na,na
TEO KIM HOI,HG30115001,HOUGANG ST 21 BLK 209 Stall No 01-15,A,na,na,na
CHUA TECK HOI,HG30114002,HOUGANG ST 21 BLK 209 Stall No 01-14,A,na,na,na
"NG YUET CHOW, ANDY (HUANG YIZHAO, ANDY)",HG30113003,HOUGANG ST 21 BLK 209 Stall No 01-13,A,na,na,na
LEE SAU KIN,HG30112001,HOUGANG ST 21 BLK 209 Stall No 01-12,A,na,na,na
TAN MUNG GUAN,HG30111002,HOUGANG ST 21 BLK 209 Stall No 01-11,A,na,na,na
ONG CHEE SENG (WANG ZHISHENG),HG30110001,HOUGANG ST 21 BLK 209 Stall No 01-10,A,na,na,na
NG KOK HUA,HG30109001,HOUGANG ST 21 BLK 209 Stall No 01-09,A,na,na,na
MA LIHUA,HG30108002,HOUGANG ST 21 BLK 209 Stall No 01-08,B,na,na,na
LIM BAH TER,HG30107001,HOUGANG ST 21 BLK 209 Stall No 01-07,A,na,na,na
KHOO JEE NEE,HG30106001,HOUGANG ST 21 BLK 209 Stall No 01-06,A,na,na,na
LEE FATT KOK,HG30105001,HOUGANG ST 21 BLK 209 Stall No 01-05,A,na,na,na
POH KOK HENG (FU GUOXING),HG30104002,HOUGANG ST 21 BLK 209 Stall No 01-04,A,na,na,na
WEE LAY TENG,HG30103001,HOUGANG ST 21 BLK 209 Stall No 01-03,A,na,na,na
LEE WEE,HG30102002,HOUGANG ST 21 BLK 209 Stall No 01-02,A,na,na,na
TOK GEOK KEOW,HG30101003,HOUGANG ST 21 BLK 209 Stall No 01-01,A,na,na,na
TAN YEW PHENG,HG10251002,HOUGANG AVE 1 BLK 105 Stall No 02-51,A,na,na,na
YEO YI CAI (YANG YICAI),HG10250001,HOUGANG AVE 1 BLK 105 Stall No 02-50,A,na,na,na
LIM SIEW CHOO,HG10249002,HOUGANG AVE 1 BLK 105 Stall No 02-49,A,na,na,na
TAN CHYE TIM,HG10248002,HOUGANG AVE 1 BLK 105 Stall No 02-48,A,na,na,na
YAP CHIU SHYA,HG10247002,HOUGANG AVE 1 BLK 105 Stall No 02-47,A,na,na,na
OH CHWEE CHOON,HG10246001,HOUGANG AVE 1 BLK 105 Stall No 02-46,A,na,na,na
TAN AI BIN VINCENT DE PAUL,HG10245002,HOUGANG AVE 1 BLK 105 Stall No 02-45,A,na,na,na
CHIA YIK HIN,HG10244002,HOUGANG AVE 1 BLK 105 Stall No 02-44,A,na,na,na
ANG YIEW KUM,HG10243002,HOUGANG AVE 1 BLK 105 Stall No 02-43,A,na,na,na
ROSLI TAN BIN ABDULLAH,HG10242002,HOUGANG AVE 1 BLK 105 Stall No 02-42,B,na,na,na
DONALD LEONG KAH WHYE @ LENG KAH WHYE,HG10241002,HOUGANG AVE 1 BLK 105 Stall No 02-41,B,na,na,na
LEK CHECK KWANG,HG10240002,HOUGANG AVE 1 BLK 105 Stall No 02-40,A,na,na,na
TEO LIP CHANG,HG10239002,HOUGANG AVE 1 BLK 105 Stall No 02-39,A,na,na,na
TEO LIP CHANG,HG10238004,HOUGANG AVE 1 BLK 105 Stall No 02-38,A,na,na,na
LIM CHUAN WAN,HG10237001,HOUGANG AVE 1 BLK 105 Stall No 02-37,A,na,na,na
LIM TAN HUAY,HG10236001,HOUGANG AVE 1 BLK 105 Stall No 02-36,A,na,na,na
NG CHOONG HUAY,HG10235002,HOUGANG AVE 1 BLK 105 Stall No 02-35,A,na,na,na
PHAY KOK SENG (PENG GUOCHENG),HG10234001,HOUGANG AVE 1 BLK 105 Stall No 02-34,A,na,na,na
TAN YIU NGUANG,HG10233001,HOUGANG AVE 1 BLK 105 Stall No 02-33,A,na,na,na
FOO KOK KWANG,HG10232002,HOUGANG AVE 1 BLK 105 Stall No 02-32,A,na,na,na
PANG EU CHEW,HG10231002,HOUGANG AVE 1 BLK 105 Stall No 02-31,A,na,na,na
LEONG FOONG KUM,HG10230002,HOUGANG AVE 1 BLK 105 Stall No 02-30,A,na,na,na
ONG AH PONG,HG10229002,HOUGANG AVE 1 BLK 105 Stall No 02-29,A,na,na,na
